##	##
simulation time	timestep	input EIR	simulated EIR	human infectiousness	N_v0(gambiae_ss)	N_v(gambiae_ss)	O_v(gambiae_ss)	S_v(gambiae_ss)	immunity h	immunity Y	new infections	num transmitting humans	res avail(gambiae_ss)	res req(gambiae_ss)
910	nan	6.59726	-nan	0.0455877	2344.89	23964.3	1340.72	623.905	124.81	4.28809e+06	149	54	3994.08	nan
911	nan	6.49753	-nan	0.0458393	2147.16	22814.7	1356.28	650.961	125.16	4.29724e+06	99	54	3650.59	nan
912	nan	6.27253	-nan	0.0459804	1942.04	21405.5	1344.22	666.673	125.39	4.30571e+06	126	54	3296.66	nan
913	nan	5.94255	-nan	0.0459677	1739.71	19824.8	1307.53	669.873	125.55	4.31418e+06	102	54	2949.3	nan
914	nan	5.53425	-nan	0.0458847	1547.99	18160.3	1250.35	659.724	125.93	4.32285e+06	139	54	2621.44	nan
915	nan	5.07678	-nan	0.0456861	1372.2	16487.1	1178.03	638.046	125.94	4.33198e+06	90	53	2321.76	nan
916	nan	4.59828	-nan	0.0459997	1215.4	14867.4	1096.47	607.069	126.14	4.34104e+06	74	53	2055.14	nan
917	nan	4.12316	-nan	0.0459642	1078.76	13345.8	1011.22	569.505	126.46	4.35011e+06	102	53	1823.31	nan
918	nan	3.67048	-nan	0.0457442	962.12	11953.5	924.602	528.37	126.66	4.35799e+06	68	53	1625.78	nan
919	nan	3.25351	-nan	0.0458877	864.404	10708	839.484	485.877	126.88	4.36547e+06	65	53	1460.61	nan
920	nan	2.88009	-nan	0.0458896	784.056	9615.94	759.703	443.09	127.14	4.37298e+06	56	54	1325.03	nan
921	nan	2.55359	-nan	0.0457128	719.315	8676.79	686.026	401.756	127.33	4.38045e+06	38	54	1216.03	nan
922	nan	2.27399	-nan	0.045655	668.432	7884.08	619.002	363.286	127.55	4.38764e+06	51	54	1130.6	nan
923	nan	2.03906	-nan	0.0457191	629.786	7228.2	559.722	327.892	127.66	4.39474e+06	30	54	1066	nan
924	nan	1.84527	-nan	0.0440801	601.945	6698.1	508.535	295.965	127.55	4.36567e+06	43	53	1019.79	nan
925	nan	1.68857	-nan	0.0440547	583.686	6282.15	464.16	267.961	127.72	4.37131e+06	25	53	989.913	nan
926	nan	1.56482	-nan	0.0436153	573.971	5969.9	423.858	243.903	127.86	4.37646e+06	30	53	974.636	nan
927	nan	1.47021	-nan	0.0431562	571.915	5751.03	390.675	222.601	128.03	4.38138e+06	25	53	972.468	nan
928	nan	1.40132	-nan	0.0425141	576.733	5616.15	364.085	203.758	128.21	4.38616e+06	29	53	982.084	nan
929	nan	1.35523	-nan	0.0420117	587.672	5556.85	343.137	188.474	128.35	4.39063e+06	28	53	1002.21	nan
930	nan	1.32947	-nan	0.0420076	603.958	5564.84	327.632	176.268	124.65	4.39484e+06	19	52	1031.5	nan
931	nan	1.32195	-nan	0.0414678	624.716	5638.58	317.633	167	124.78	4.39913e+06	23	52	1068.43	nan
932	nan	1.33082	-nan	0.0410667	648.916	5759.34	311.519	160.27	124.95	4.40372e+06	27	52	1111.18	nan
933	nan	1.35436	-nan	0.0410253	675.304	5919.98	309.101	155.853	125.13	4.40841e+06	31	52	1157.56	nan
934	nan	1.39079	-nan	0.0414886	702.405	6111.61	310.795	153.392	125.3	4.41287e+06	27	53	1204.98	nan
935	nan	1.43812	-nan	0.0416404	728.667	6321.92	316.644	152.82	125.53	4.4171e+06	27	53	1250.55	nan
936	nan	1.49401	-nan	0.0414818	752.239	6538.29	324.82	154.369	125.79	4.42097e+06	41	53	1291.11	nan
937	nan	1.55564	-nan	0.0411783	771.314	6745.87	333.778	157.733	125.99	4.42601e+06	32	53	1323.54	nan
938	nan	1.61968	-nan	0.0406039	784.218	6929.34	342.462	161.958	126.21	4.43009e+06	39	54	1344.97	nan
939	nan	1.68228	-nan	0.0412017	789.571	7074.39	350.387	166.404	126.47	4.43453e+06	41	54	1353.1	nan
940	nan	1.73927	-nan	0.0412825	786.474	7167.39	359.487	170.505	126.58	4.43869e+06	27	54	1346.49	nan
941	nan	1.78636	-nan	0.0415809	774.607	7198.36	367.473	174.618	126.82	4.44339e+06	32	54	1324.72	nan
942	nan	1.81955	-nan	0.0417509	754.287	7161.17	373.9	179.001	126.98	4.44862e+06	32	54	1288.45	nan
943	nan	1.83547	-nan	0.0421386	726.442	7054.16	377.86	182.725	127.22	4.45316e+06	38	54	1239.4	nan
944	nan	1.83182	-nan	0.0410481	692.485	6880.38	379.423	185.52	127.49	4.45205e+06	44	53	1180.08	nan
945	nan	1.80763	-nan	0.0407156	654.161	6647.53	377.204	187.098	127.71	4.45572e+06	42	53	1113.54	nan
946	nan	1.76343	-nan	0.0405848	613.353	6365.63	366.823	187.473	127.88	4.45937e+06	37	53	1043.04	nan
947	nan	1.70117	-nan	0.0404967	571.899	6047.83	354.095	184.975	128.08	4.46322e+06	33	53	971.704	nan
948	nan	1.62401	-nan	0.0404927	531.457	5708.31	339.737	179.283	128.2	4.46707e+06	25	53	902.346	nan
949	nan	1.53596	-nan	0.0405678	493.408	5360.84	324.172	172.708	128.41	4.4707e+06	39	53	837.284	nan
950	nan	1.44137	-nan	0.0405882	458.818	5018.48	307.84	165.392	128.57	4.47428e+06	25	54	778.301	nan
951	nan	1.34459	-nan	0.040254	428.457	4692.35	290.909	157.56	128.8	4.47763e+06	30	54	726.671	nan
952	nan	1.24957	-nan	0.0399941	402.84	4391.59	273.388	149.393	128.99	4.4809e+06	22	54	683.241	nan
953	nan	1.15964	-nan	0.0395294	382.294	4123.54	256.058	140.909	129.09	4.48413e+06	19	54	648.55	nan
954	nan	1.0774	-nan	0.039165	367.03	3893.56	239.299	132.254	129.27	4.4873e+06	21	54	622.95	nan
955	nan	1.00476	-nan	0.0388891	357.22	3705.88	223.838	123.751	129.49	4.49041e+06	34	54	606.736	nan
956	nan	0.942985	-nan	0.0389782	353.06	3563.84	210.296	115.646	129.57	4.49341e+06	22	53	600.257	nan
957	nan	0.892906	-nan	0.0390794	354.828	3470.28	199.354	108.272	129.7	4.49646e+06	17	53	604.023	nan
958	nan	0.855046	-nan	0.0388574	362.944	3428.59	190.743	101.99	129.87	4.49935e+06	21	53	618.796	nan
959	nan	0.829804	-nan	0.0388918	378.011	3442.51	184.356	96.9759	130.02	4.50211e+06	18	54	645.671	nan
960	nan	0.817617	-nan	0.0388189	400.862	3516.92	180.655	93.0662	130.19	4.50493e+06	19	54	686.159	nan
961	nan	0.819101	-nan	0.0377111	432.591	3658.53	179.582	90.3365	126.43	4.46071e+06	13	53	742.245	nan
962	nan	0.835179	-nan	0.0375661	474.589	3879.83	180.985	89.054	126.58	4.46341e+06	18	53	816.435	nan
963	nan	0.867198	-nan	0.0372535	528.543	4184.5	184.452	88.9465	126.69	4.46608e+06	12	53	911.769	nan
964	nan	0.917032	-nan	0.0371408	596.39	4586.92	191.564	89.8535	126.92	4.4688e+06	25	53	1031.77	nan
965	nan	0.987176	-nan	0.0373128	680.277	5103.4	203.191	92.0747	127.1	4.47154e+06	25	53	1180.29	nan
966	nan	1.08081	-nan	0.0374343	782.56	5751.67	220.198	96.2768	127.22	4.47402e+06	16	53	1361.25	nan
967	nan	1.20184	-nan	0.0373451	905.226	6549.41	242.911	102.854	127.4	4.47678e+06	21	53	1578.18	nan
968	nan	1.35484	-nan	0.0367644	1049.8	7513.96	271.228	112.161	127.66	4.47986e+06	29	54	1833.52	nan
969	nan	1.54493	-nan	0.0371549	1216.8	8659.47	305.24	124.303	127.85	4.48254e+06	23	54	2127.83	nan
970	nan	1.77741	-nan	0.0380247	1405.23	9993.38	348.836	139.101	128.11	4.48501e+06	33	54	2458.78	nan
971	nan	2.05728	-nan	0.0376538	1611.92	11512.8	403.204	157.271	128.37	4.48767e+06	33	54	2820.2	nan
972	nan	2.38838	-nan	0.037149	1831.17	13200.1	463.615	180.65	128.8	4.49037e+06	57	54	3201.38	nan
973	nan	2.77233	-nan	0.0375327	2054.5	15018.9	530.266	208.628	129.16	4.49299e+06	59	54	3586.89	nan
974	nan	3.20725	-nan	0.038285	2270.93	16912.9	607.614	239.328	129.46	4.49599e+06	55	54	3957.2	nan
975	nan	3.68641	-nan	0.0383275	2467.75	18805.5	695.23	273.816	129.92	4.49915e+06	73	54	4290.15	nan
976	nan	4.19712	-nan	0.0390925	2631.82	20604.8	787.089	313.888	130.29	4.50253e+06	77	53	4563.35	nan
977	nan	4.72026	-nan	0.0398773	2751.24	22210.6	885.211	357.909	130.69	4.50614e+06	88	53	4757.02	nan
978	nan	5.23073	-nan	0.0409142	2817.04	23525.9	984.793	404.344	131.18	4.51109e+06	126	53	4856.82	nan
979	nan	5.69917	-nan	0.0413775	2824.55	24467.5	1082.14	453.218	131.43	4.51664e+06	106	53	4855.99	nan
980	nan	6.09483	-nan	0.0427522	2774.1	24977.4	1168.83	502.405	131.61	4.52302e+06	143	54	4756.35	nan
981	nan	6.38941	-nan	0.0440161	2670.92	25029.1	1247.72	548.833	131.9	4.53176e+06	116	54	4567.88	nan
982	nan	6.56097	-nan	0.045383	2524.19	24632.5	1312.52	590.457	132.19	4.54087e+06	117	54	4307.01	nan
983	nan	6.59726	-nan	0.0468146	2345.63	23828.5	1359.69	627.413	132.54	4.54932e+06	150	54	3994.08	nan
984	nan	6.49753	-nan	0.0473678	2147.77	22683.9	1385.23	656.705	132.84	4.55842e+06	137	54	3650.59	nan
985	nan	6.27253	-nan	0.0451142	1942.55	21281.4	1380.32	676.851	133	4.54699e+06	119	53	3296.66	nan
986	nan	5.94255	-nan	0.0445291	1740.13	19708.3	1339.61	684.83	133.34	4.55205e+06	124	53	2949.3	nan
987	nan	5.53425	-nan	0.0439378	1548.34	18052.3	1262.12	676.955	133.64	4.55746e+06	125	53	2621.44	nan
988	nan	5.07678	-nan	0.0439613	1372.49	16388.3	1173.31	650.208	133.87	4.56302e+06	116	53	2321.76	nan
989	nan	4.59828	-nan	0.0444767	1215.64	14777	1082.96	609.191	134.1	4.56887e+06	88	53	2055.14	nan
990	nan	4.12316	-nan	0.0448002	1078.97	13264.7	995.2	564.79	134.28	4.57444e+06	83	54	1823.31	nan
991	nan	3.67048	-nan	0.0453278	962.302	11880.8	910.036	520.506	130.42	4.57033e+06	75	53	1625.78	nan
992	nan	3.25351	-nan	0.0453838	864.567	10655	829.685	478.111	130.58	4.5756e+06	69	53	1460.61	nan
993	nan	2.88009	-nan	0.0451544	784.203	9572.77	752.159	436.817	130.85	4.58058e+06	71	53	1325.03	nan
994	nan	2.55359	-nan	0.0447146	719.441	8638.56	678.967	397.176	131.11	4.58548e+06	60	53	1216.03	nan
995	nan	2.27399	-nan	0.0443895	668.523	7849.8	611.512	359.435	131.28	4.59017e+06	46	54	1130.6	nan
996	nan	2.03906	-nan	0.0440757	629.876	7197	551.272	324.124	131.4	4.59506e+06	35	54	1066	nan
997	nan	1.84527	-nan	0.0437693	602.037	6669.55	498.681	291.918	131.55	4.59995e+06	34	54	1019.79	nan
998	nan	1.68857	-nan	0.0441219	583.781	6256.07	454.009	263.392	131.71	4.60452e+06	26	54	989.913	nan
999	nan	1.56482	-nan	0.0443693	574.072	5945.58	418.089	238.65	131.84	4.60885e+06	33	54	974.636	nan
1000	nan	1.47021	-nan	0.0442365	572.022	5728.25	389.511	218.02	131.99	4.61331e+06	23	54	972.468	nan
1001	nan	1.40132	-nan	0.0437074	576.846	5594.34	366.566	201.543	132.2	4.6179e+06	33	54	982.084	nan
1002	nan	1.35523	-nan	0.0432644	587.796	5535.47	348.173	188.399	132.4	4.62257e+06	30	54	1002.21	nan
1003	nan	1.32947	-nan	0.0430458	604.092	5543.71	334.431	177.818	132.68	4.62725e+06	44	54	1031.5	nan
1004	nan	1.32195	-nan	0.0427123	624.863	5610.9	325.387	169.462	132.84	4.63174e+06	26	54	1068.43	nan
1005	nan	1.33082	-nan	0.041665	649.077	5729.04	320.313	163.448	133.02	4.63489e+06	30	53	1111.18	nan
1006	nan	1.35436	-nan	0.0416235	675.5	5888.57	318.511	159.646	133.21	4.63896e+06	24	53	1157.56	nan
1007	nan	1.39079	-nan	0.0415344	702.678	6079.36	319.069	157.716	133.35	4.64319e+06	31	53	1204.98	nan
1008	nan	1.43812	-nan	0.0415091	728.953	6289.33	322.923	157.198	133.56	4.64737e+06	35	53	1250.55	nan
1009	nan	1.49401	-nan	0.0414355	752.537	6504.96	329.428	157.988	133.77	4.65154e+06	29	53	1291.11	nan
1010	nan	1.55564	-nan	0.0413365	771.615	6711.99	337.586	160.369	133.97	4.65589e+06	33	53	1323.54	nan
1011	nan	1.61968	-nan	0.0412737	784.514	6894.68	346.542	163.888	134.2	4.66014e+06	32	53	1344.97	nan
1012	nan	1.68228	-nan	0.0414844	789.859	7038.55	355.719	168.069	134.38	4.66415e+06	30	54	1353.1	nan
1013	nan	1.73927	-nan	0.0415727	786.748	7130.8	364.856	172.534	134.59	4.66804e+06	43	54	1346.49	nan
1014	nan	1.78636	-nan	0.0416835	774.866	7161.21	372.724	177.087	134.88	4.67177e+06	35	54	1324.72	nan
1015	nan	1.81955	-nan	0.0415299	754.531	7123.9	378.442	181.44	135.15	4.67553e+06	41	54	1288.45	nan
1016	nan	1.83547	-nan	0.0410416	726.665	7017.17	380.633	185.033	135.45	4.67933e+06	48	54	1239.4	nan
1017	nan	1.83182	-nan	0.0408276	692.688	6843.99	378.612	187.349	135.53	4.68286e+06	40	53	1180.08	nan
1018	nan	1.80763	-nan	0.0411584	654.342	6611.4	373.731	187.717	135.71	4.68649e+06	43	53	1113.54	nan
1019	nan	1.76343	-nan	0.041136	613.514	6330.48	366.448	186.202	135.68	4.69026e+06	40	53	1043.04	nan
1020	nan	1.70117	-nan	0.0409179	572.044	6015.12	356.32	183.445	135.93	4.69415e+06	54	53	971.704	nan
1021	nan	1.62401	-nan	0.0413467	531.589	5677.5	343.198	179.421	132.36	4.69133e+06	34	52	902.346	nan
1022	nan	1.53596	-nan	0.0417181	493.525	5339.21	329.362	174.119	132.46	4.6954e+06	23	52	837.284	nan
1023	nan	1.44137	-nan	0.041651	458.921	5000.6	314.233	167.481	132.55	4.69956e+06	18	52	778.301	nan
1024	nan	1.34459	-nan	0.0419411	428.543	4675.81	297.924	160.276	132.74	4.70344e+06	30	52	726.671	nan
1025	nan	1.24957	-nan	0.0422378	402.895	4376.16	281.766	152.538	132.85	4.70706e+06	18	53	683.241	nan
1026	nan	1.15964	-nan	0.0423011	382.347	4109.08	266.123	144.468	133	4.71062e+06	25	53	648.55	nan
1027	nan	1.0774	-nan	0.0415149	367.083	3879.94	250.825	136.564	133.24	4.71423e+06	35	53	622.95	nan
1028	nan	1.00476	-nan	0.040864	357.274	3692.95	235.425	128.917	133.46	4.71777e+06	27	53	606.736	nan
1029	nan	0.942985	-nan	0.0407854	353.116	3551.46	221.146	121.326	133.62	4.72144e+06	22	53	600.257	nan
1030	nan	0.892906	-nan	0.0406786	354.889	3458.46	209.234	113.831	133.76	4.72533e+06	21	53	604.023	nan
1031	nan	0.855046	-nan	0.0409157	363.011	3417.06	199.898	107.128	133.94	4.72905e+06	25	53	618.796	nan
1032	nan	0.829804	-nan	0.0411103	378.086	3431.05	193.592	101.641	134.14	4.73283e+06	22	53	645.671	nan
1033	nan	0.817617	-nan	0.0411564	400.947	3505.35	190.25	97.5068	134.21	4.73648e+06	8	53	686.159	nan
1034	nan	0.819101	-nan	0.0411424	432.692	3646.17	189.794	94.8664	134.33	4.73973e+06	14	54	742.245	nan
1035	nan	0.835179	-nan	0.0412911	474.711	3862.26	192.454	93.6757	134.48	4.74298e+06	20	53	816.435	nan
1036	nan	0.867198	-nan	0.0404878	528.693	4164.02	198.505	93.9287	134.58	4.74611e+06	13	53	911.769	nan
1037	nan	0.917032	-nan	0.0400742	596.61	4564.5	207.181	95.8075	134.69	4.74923e+06	13	53	1031.77	nan
1038	nan	0.987176	-nan	0.0393804	680.63	5078.88	219.62	99.2009	134.86	4.75238e+06	24	52	1180.29	nan
1039	nan	1.08081	-nan	0.0392961	782.993	5724.21	236.259	104.05	135	4.75542e+06	16	52	1361.25	nan
1040	nan	1.20184	-nan	0.0394005	905.754	6518.88	259.014	110.809	135.16	4.75829e+06	19	52	1578.18	nan
1041	nan	1.35484	-nan	0.0391679	1050.44	7479.43	288.799	119.918	135.36	4.76094e+06	24	52	1833.52	nan
1042	nan	1.54493	-nan	0.0387159	1217.58	8619.97	325.246	132.253	135.61	4.76344e+06	29	52	2127.83	nan
1043	nan	1.77741	-nan	0.0380131	1406.13	9948.05	368.146	148.029	135.84	4.76595e+06	34	52	2458.78	nan
1044	nan	2.05728	-nan	0.0375052	1612.96	11460.1	417.297	167.051	136.14	4.76853e+06	34	52	2820.2	nan
1045	nan	2.38838	-nan	0.037499	1832.34	13139.3	474.078	189.192	136.46	4.77113e+06	46	52	3201.38	nan
1046	nan	2.77233	-nan	0.0376124	2055.79	14949.2	540.551	214.569	136.92	4.77375e+06	70	53	3586.89	nan
1047	nan	3.20725	-nan	0.0379985	2272.31	16833.5	616.624	244.084	137.23	4.77649e+06	54	53	3957.2	nan
1048	nan	3.68641	-nan	0.0382954	2469.17	18716	701.838	278.413	137.63	4.77927e+06	77	53	4290.15	nan
1049	nan	4.19712	-nan	0.0386252	2633.25	20505.1	792.921	317.494	138.04	4.78379e+06	114	52	4563.35	nan
1050	nan	4.72026	-nan	0.0387112	2752.63	22101.1	886.603	360.626	138.35	4.78835e+06	112	51	4757.02	nan
1051	nan	5.23073	-nan	0.0412518	2818.36	23409.1	982.275	406.169	135.99	4.7902e+06	119	51	4856.82	nan
1052	nan	5.69917	-nan	0.041757	2825.76	24367.3	1087.41	452.859	132.21	4.76899e+06	126	50	4855.99	nan
1053	nan	6.09483	-nan	0.0423271	2775.18	24912.8	1180.5	502.773	132.58	4.77562e+06	111	50	4756.35	nan
1054	nan	6.38941	-nan	0.0432303	2671.8	24974.6	1252.32	553.33	132.98	4.7831e+06	123	50	4567.88	nan
1055	nan	6.56097	-nan	0.0439695	2524.73	24578.3	1307.36	595.26	133.17	4.79065e+06	115	50	4307.01	nan
1056	nan	6.59726	-nan	0.0447853	2345.91	23774.6	1341.89	627.895	133.49	4.79748e+06	147	52	3994.08	nan
1057	nan	6.49753	-nan	0.0453515	2148.02	22631	1354.59	651.889	133.74	4.80404e+06	171	54	3650.59	nan
1058	nan	6.27253	-nan	0.045991	1942.75	21230.6	1343.91	665.5	134.11	4.81113e+06	135	54	3296.66	nan
1059	nan	5.94255	-nan	0.046557	1740.3	19661.6	1312.57	667.966	134.45	4.81913e+06	133	54	2949.3	nan
1060	nan	5.53425	-nan	0.04666	1548.48	18009.1	1262.65	659.222	134.55	4.82684e+06	89	54	2621.44	nan
1061	nan	5.07678	-nan	0.0467303	1372.61	16348	1195.67	640.672	134.86	4.83374e+06	97	54	2321.76	nan
1062	nan	4.59828	-nan	0.0464225	1215.74	14740.1	1116.75	613.1	135.09	4.84085e+06	106	54	2055.14	nan
1063	nan	4.12316	-nan	0.0464318	1079.05	13230.5	1029.96	577.913	135.32	4.84655e+06	104	54	1823.31	nan
1064	nan	3.67048	-nan	0.046504	962.375	11849.5	941.996	537.405	135.57	4.85206e+06	71	54	1625.78	nan
1065	nan	3.25351	-nan	0.045976	864.633	10614.5	856.008	494.107	135.86	4.85706e+06	63	54	1460.61	nan
1066	nan	2.88009	-nan	0.0451099	784.265	9532.04	772.179	450.944	136.12	4.86219e+06	60	54	1325.03	nan
1067	nan	2.55359	-nan	0.0439786	719.511	8601.18	692.167	408.806	136.21	4.86755e+06	71	51	1216.03	nan
1068	nan	2.27399	-nan	0.0442914	668.62	7815.15	618.6	367.935	136.34	4.87304e+06	37	52	1130.6	nan
1069	nan	2.03906	-nan	0.0446029	629.97	7165.17	556.387	329.254	136.52	4.87878e+06	38	53	1066	nan
1070	nan	1.84527	-nan	0.0447102	602.133	6640.08	504.336	294.694	136.74	4.88459e+06	40	54	1019.79	nan
1071	nan	1.68857	-nan	0.0450123	583.881	6228.49	460.861	265.713	136.96	4.88967e+06	34	54	989.913	nan
1072	nan	1.56482	-nan	0.0450866	574.176	5919.36	425.427	241.439	137.21	4.89452e+06	36	54	974.636	nan
1073	nan	1.47021	-nan	0.0446478	572.134	5702.82	396.551	221.32	137.34	4.89953e+06	27	54	972.468	nan
1074	nan	1.40132	-nan	0.0445167	576.969	5569.58	372.903	204.971	137.6	4.90481e+06	35	54	982.084	nan
1075	nan	1.35523	-nan	0.0443206	587.931	5511.15	354.84	191.574	137.83	4.91047e+06	39	54	1002.21	nan
1076	nan	1.32947	-nan	0.0443927	604.242	5519.56	341.946	180.802	138.06	4.91556e+06	26	54	1031.5	nan
1077	nan	1.32195	-nan	0.044913	625.029	5586.87	334.42	172.723	138.24	4.92041e+06	31	54	1068.43	nan
1078	nan	1.33082	-nan	0.0452139	649.259	5704.76	332.346	167.202	138.38	4.92506e+06	25	54	1111.18	nan
1079	nan	1.35436	-nan	0.0451183	675.696	5864.02	334.301	164.392	138.52	4.92986e+06	27	54	1157.56	nan
1080	nan	1.39079	-nan	0.0447297	702.887	6054.75	338.843	164.105	138.71	4.93471e+06	35	53	1204.98	nan
1081	nan	1.43812	-nan	0.0448012	729.172	6264.36	345.454	165.535	139	4.93952e+06	43	53	1250.55	nan
1082	nan	1.49401	-nan	0.0447885	752.761	6479.25	353.84	168.11	139.16	4.94388e+06	29	53	1291.11	nan
1083	nan	1.55564	-nan	0.0448321	771.839	6685.07	363.573	171.656	135.19	4.94809e+06	42	52	1323.54	nan
1084	nan	1.61968	-nan	0.0444624	784.736	6876.56	373.82	176.329	135.32	4.95257e+06	32	52	1344.97	nan
1085	nan	1.68228	-nan	0.0446144	790.079	7023.38	383.44	181.286	135.52	4.95713e+06	31	52	1353.1	nan
1086	nan	1.73927	-nan	0.0447662	786.935	7115.74	392.85	186.042	135.71	4.96131e+06	40	53	1346.49	nan
1087	nan	1.78636	-nan	0.0447357	774.97	7146.15	401.083	190.725	135.9	4.96535e+06	37	53	1324.72	nan
1088	nan	1.81955	-nan	0.0445096	754.63	7108.71	406.689	195.238	136.16	4.96961e+06	42	52	1288.45	nan
1089	nan	1.83547	-nan	0.0444362	726.756	7002.05	408.75	198.939	136.48	4.97401e+06	46	53	1239.4	nan
1090	nan	1.83182	-nan	0.0445162	692.769	6829.15	407.518	201.149	136.64	4.97761e+06	23	53	1180.08	nan
1091	nan	1.80763	-nan	0.0441149	654.416	6597.22	402.948	201.619	136.89	4.98118e+06	44	53	1113.54	nan
1092	nan	1.76343	-nan	0.0435719	613.579	6316.89	393.915	200.509	137.1	4.98468e+06	33	53	1043.04	nan
1093	nan	1.70117	-nan	0.0436563	572.101	6001.17	381.05	197.558	137.31	4.98793e+06	36	53	971.704	nan
1094	nan	1.62401	-nan	0.043848	531.639	5663.99	366.453	192.403	137.63	4.99102e+06	46	53	902.346	nan
1095	nan	1.53596	-nan	0.043374	493.571	5319.13	350.352	185.709	137.72	4.99422e+06	27	53	837.284	nan
1096	nan	1.44137	-nan	0.0430828	458.966	4979.13	332.037	178.285	137.86	4.99733e+06	31	52	778.301	nan
1097	nan	1.34459	-nan	0.0431809	428.593	4655.35	312.922	169.963	138.09	5.00044e+06	31	52	726.671	nan
1098	nan	1.24957	-nan	0.0431618	402.968	4356.92	294.266	160.726	138.23	5.00354e+06	22	53	683.241	nan
1099	nan	1.15964	-nan	0.0432737	382.416	4090.95	276.363	151.336	138.31	5.00667e+06	17	53	648.55	nan
1100	nan	1.0774	-nan	0.0430872	367.151	3862.86	259.692	142.23	138.42	5.00992e+06	17	53	622.95	nan
1101	nan	1.00476	-nan	0.0430448	357.342	3676.87	244.248	133.589	138.59	5.01304e+06	22	54	606.736	nan
1102	nan	0.942985	-nan	0.0433611	353.186	3536.18	230.725	125.544	138.73	5.0161e+06	16	54	600.257	nan
1103	nan	0.892906	-nan	0.0431372	354.963	3443.76	219.663	118.191	138.86	5.01913e+06	18	54	604.023	nan
1104	nan	0.855046	-nan	0.0426049	363.092	3402.75	210.474	111.919	139.12	5.02207e+06	30	54	618.796	nan
1105	nan	0.829804	-nan	0.0421362	378.177	3416.85	203.154	106.776	139.27	5.02507e+06	20	54	645.671	nan
1106	nan	0.817617	-nan	0.0417326	401.052	3491.1	198.217	102.526	139.18	5.02812e+06	10	53	686.159	nan
1107	nan	0.819101	-nan	0.0415038	432.815	3631.88	196.127	99.2732	139.37	5.03137e+06	22	53	742.245	nan
1108	nan	0.835179	-nan	0.0413201	474.858	3847.56	197.391	97.2679	139.53	5.03473e+06	22	53	816.435	nan
1109	nan	0.867198	-nan	0.041569	528.87	4148.67	202.475	96.7519	139.69	5.03816e+06	18	53	911.769	nan
1110	nan	0.917032	-nan	0.0417371	596.822	4548.12	212.287	97.9469	139.9	5.04145e+06	25	53	1031.77	nan
1111	nan	0.987176	-nan	0.0416453	680.888	5061.22	226.998	101.183	140.1	5.04452e+06	26	53	1180.29	nan
1112	nan	1.08081	-nan	0.0412668	783.306	5704.82	246.595	106.801	140.25	5.04754e+06	18	53	1361.25	nan
1113	nan	1.20184	-nan	0.040998	906.134	6496.87	271.31	114.832	140.54	5.05063e+06	33	53	1578.18	nan
1114	nan	1.35484	-nan	0.0407798	1050.9	7454.55	302.258	125.278	140.66	5.05394e+06	16	53	1833.52	nan
1115	nan	1.54493	-nan	0.0409802	1218.12	8591.66	340.628	138.402	136.57	5.04379e+06	39	52	2127.83	nan
1116	nan	1.77741	-nan	0.0413042	1406.77	9928.91	388.688	155	136.86	5.04685e+06	30	52	2458.78	nan
1117	nan	2.05728	-nan	0.0411191	1613.69	11443.9	446.238	175.444	137.26	5.05011e+06	50	52	2820.2	nan
1118	nan	2.38838	-nan	0.0414638	1833.04	13121.7	512.655	200.529	137.47	5.05325e+06	30	52	3201.38	nan
1119	nan	2.77233	-nan	0.0421655	2056.22	14928.9	590.61	230.247	137.71	5.05669e+06	38	52	3586.89	nan
1120	nan	3.20725	-nan	0.0422563	2272.76	16810	680.293	264.735	138.04	5.06033e+06	44	53	3957.2	nan
1121	nan	3.68641	-nan	0.0428406	2469.63	18689.7	777.026	305.203	138.45	5.06393e+06	92	53	4290.15	nan
1122	nan	4.19712	-nan	0.0428838	2633.7	20476.3	880.459	350.655	138.84	5.06759e+06	76	54	4563.35	nan
1123	nan	4.72026	-nan	0.0424227	2753.06	22070.5	982.351	399.627	139.36	5.07122e+06	126	54	4757.02	nan
1124	nan	5.23073	-nan	0.0427968	2818.75	23376.3	1076.42	450.843	139.73	5.07491e+06	89	54	4856.82	nan
1125	nan	5.69917	-nan	0.043318	2826.11	24310	1165.85	499.868	140.04	5.07877e+06	122	54	4855.99	nan
1126	nan	6.09483	-nan	0.0442537	2775.48	24814.2	1247.51	545.487	140.4	5.08282e+06	139	54	4756.35	nan
1127	nan	6.38941	-nan	0.0451633	2672.12	24863.7	1319.24	588.46	140.59	5.0873e+06	112	54	4567.88	nan
1128	nan	6.56097	-nan	0.04623	2525.22	24465.4	1375.54	627.273	140.84	5.09182e+06	145	54	4307.01	nan
1129	nan	6.59726	-nan	0.0475714	2346.49	23664	1413.97	660.371	141.1	5.09625e+06	127	54	3994.08	nan
1130	nan	6.49753	-nan	0.0479152	2148.49	22525.2	1432.25	685.365	141.22	5.10067e+06	120	53	3650.59	nan
1131	nan	6.27253	-nan	0.0479413	1943.15	21130.6	1421.49	701.412	141.51	5.10513e+06	124	53	3296.66	nan
1132	nan	5.94255	-nan	0.0479246	1740.63	19568.4	1382.16	706.009	141.77	5.10957e+06	92	53	2949.3	nan
1133	nan	5.53425	-nan	0.0479058	1548.75	17923.3	1321.1	695.908	142.18	5.11374e+06	125	53	2621.44	nan
